Account_Number,Zip Code,Total_Mortgage_Balances,Total_HE_Balances,Num_Trades_Past_Due,Num_HE_Trades,FICO_Score_Original,Loan Period,Origination_Date,Maturity_Date,LTV_Original,Lien_Position,Origination_DTI,m1_FICO_Score_Current,m1_Commitments,m1_Outstandings,m1_LTV_Current,m1_Day_Past_Due,m1_APR,m1_Deliqunecy,m2_FICO_Score_Current,m2_Commitments,m2_Outstandings,m2_LTV_Current,m2_Day_Past_Due,m2_APR,m2_Deliqunecy,m3_FICO_Score_Current,m3_Commitments,m3_Outstandings,m3_LTV_Current,m3_Day_Past_Due,m3_APR,m3_Deliqunecy,m4_FICO_Score_Current,m4_Commitments,m4_Outstandings,m4_LTV_Current,m4_Day_Past_Due,m4_APR,m4_Deliqunecy,m5_FICO_Score_Current,m5_Commitments,m5_Outstandings,m5_LTV_Current,m5_Day_Past_Due,m5_APR,m5_Deliqunecy,m6_FICO_Score_Current,m6_Commitments,m6_Outstandings,m6_LTV_Current,m6_Day_Past_Due,m6_APR,m6_Deliqunecy
1535,,0,0,,0,0,3653,6/8/2010,6/8/2020,0.044,1,0,630,5567.27,5192.09,0.025,0,0,0,624,5724.85,5486.95,0.025,0,0,0,0,5421.17,5301.32,0.026,0,0,0,0,5561.25,5524.34,0.023,0,0,0,600,5421.3,5378.96,0.508,0,0,0,626,5436.05,4833.99,0.512,0,0,0
1536,,0,0,,0,0,5479,6/8/2010,6/8/2025,0.082,1,0,806,20227.39,18493.61,0.068,0,0,0,814,18921.78,18203.87,0.064,0,0,0,0,19908.96,18392.08,0,0,0,0,0,18808.19,18243.94,0,0,0,0,744,19214.38,19587.48,0.767,0,0,0,783,18130.54,18179.86,0.701,0,0,0
1537,,0,0,,0,0,5510,6/20/2010,7/21/2025,0.131,1,0,753,14702.17,16161.8,0.116,0,0,0,760,15354.71,15109.38,0.112,0,0,0,0,15385.23,14988.84,0.121,0,0,0,0,15714.95,15464.91,0.123,0,0,0,777,14687.85,14577.93,0.271,0,0,0,769,14418.19,15811.29,0.285,0,0,0
1538,,0,0,,0,0,3745,6/17/2010,9/17/2020,0.149,1,0,698,15285.65,15051.67,0.077,0,0,0,648,14959.34,14300.07,0.08,0,0,0,662,14213.62,13985.63,0.014,0,0,0,655,12940.48,13423.21,0.014,0,0,0,716,13306.89,13107.79,0.01,0,0,0,752,13640.46,12923.2,0.01,0,0,0
1539,,0,0,,0,0,3653,6/21/2010,6/21/2020,0.159,1,0,782,9624.89,9908.15,0.09,0,0,0,831,9790.2,10267.09,0.084,0,0,0,0,9084.5,9247.95,0,0,0,0,0,9693.4,10017.67,0,0,0,0,829,9359.63,9478.64,0.063,0,0,0,812,8328.18,9406.12,0.065,0,0,0
1540,,0,0,,0,0,3653,6/26/2010,6/26/2020,0.069,1,0,599,5732.5,6113.61,0.032,0,0,0,656,5672.78,6112.93,0.032,25,0,1,0,6128.88,5858.08,0,23,0,1,0,5482.88,5368.15,0,0,0,0,522,5344.93,5338.64,0.521,0,0,0,533,5412.61,4991.13,0.552,0,0,0
1541,,0,0,,0,0,5479,6/28/2010,6/28/2025,0.252,1,0,832,32774.87,33419.19,0.19,0,0,0,806,33497.24,33808.52,0.206,0,0,0,0,32248.03,32194.14,0.278,0,0,0,0,32305.95,31886.56,0.284,0,0,0,0,31075.85,31942.26,0.211,0,0,0,0,30813.79,33640.15,0.159,0,0,0
1542,,0,0,,0,0,5479,7/1/2010,7/1/2025,0.191,1,0,768,18570.13,18023.28,0.147,0,0,0,746,17488.37,18565.16,0.143,0,0,0,0,17973.69,17245.16,0.118,0,0,0,0,16545.08,18963.09,0.117,0,0,0,661,17209.54,17837.36,0.088,0,0,0,674,17172.28,17085.42,0.098,0,0,0
1543,,0,0,,0,0,5479,7/3/2010,7/3/2025,0.334,1,0,621,39651.09,31892.05,0.297,0,0,0,603,38168.55,34633.32,0.286,0,0,0,597,38635.14,33027.2,0.264,0,0,0,615,36405.35,36333.03,0.272,0,0,0,557,37246.2,37485.96,0.262,0,0,0,586,39197.45,34966.87,0.244,0,0,0
1544,,0,0,,0,0,3653,7/4/2010,7/4/2020,0.367,1,0,808,33197.49,31895.26,0.183,0,0,0,842,29666.4,30216.55,0.183,0,0,0,0,30789.22,31653.42,0.215,0,0,0,0,28581.72,31979.72,0.204,0,0,0,878,30180.18,28794.59,0.164,0,0,0,861,28858.04,30357.27,0.176,0,0,0
1545,,0,0,,0,0,3653,7/12/2010,7/12/2020,0.285,1,0,867,43133.06,41798.12,0.14,0,0,0,893,41745.43,40835.63,0.153,0,0,0,0,40776.87,39459.24,0,0,0,0,0,39016.28,41143.46,0,0,0,0,867,36906.07,40895.01,0.28,0,0,0,833,36723.97,38669.4,0.283,0,0,0
1546,,0,0,,0,0,3653,7/21/2010,7/21/2020,0.421,1,0,753,25326.53,26334.48,0.234,0,0,0,799,23996.95,27014.82,0.246,0,0,0,0,23933.97,25622.92,0.187,0,0,0,0,23363.55,25892.31,0.174,0,0,0,751,24435.57,25479.26,0.159,0,0,0,767,23132.05,24815.77,0.161,0,0,0
1547,,0,0,,0,0,5479,7/5/2010,7/5/2025,0.67,1,0,601,105343.86,89180.37,0.487,0,0,0,652,102419.15,85784.21,0.491,0,0,0,0,105744.6,85078.21,0,0,0,0,0,98716.19,99483.12,0,0,0,0,720,107083.05,99601,0.442,0,0,0,707,105180.06,92850.23,0.412,0,0,0
1548,,0,0,,0,0,3653,7/7/2010,7/7/2020,0.364,1,0,808,22681.16,23470.83,0.16,0,0,0,833,21911.83,21992.45,0.167,0,0,0,808,22710.1,23015,0.137,0,0,0,816,22353.65,21290.67,0.151,0,0,0,833,22195.03,22013,0.135,0,0,0,808,19542.87,21624.35,0.142,0,0,0
1549,,0,0,,0,0,5479,7/13/2010,7/13/2025,0.439,1,0,779,21248.07,21933.98,0.175,0,0,0,780,18543.95,18780.29,0.169,0,0,0,820,15501.14,15083.47,0.149,0,0,0,844,14606.84,15594.78,0.148,0,0,0,805,12970.02,12910.36,0.119,0,0,0,805,10750.62,11130.63,0.111,0,0,0
1550,,0,0,,0,0,3653,7/14/2010,7/14/2020,0.21,1,0,797,18976.84,19445.48,0.1,0,0,0,813,20094.14,18616.93,0.094,0,0,0,0,18873.28,18941.26,0,0,0,0,0,18423.5,18449.16,0,0,0,0,851,18690.82,17991.81,0,0,0,0,801,18044.16,17355.83,0,0,0,0
1551,,0,0,,0,0,2557,7/11/2010,7/11/2017,0.126,1,0,845,1838.58,1716.63,0.027,0,0,0,861,1358.93,1446.78,0.029,0,0,0,0,1128.12,1086.3,0.009,0,0,0,0,745.54,704.75,0.006,0,0,0,790,350.69,369.36,0.01,0,0,0,856,0,0,0.01,0,0,0
1552,,0,0,,0,0,3653,7/27/2010,7/27/2020,0.502,1,0,792,70545.01,70811.92,0.271,0,0,0,784,65571.55,65813.69,0.294,0,0,0,0,62729.58,68919.72,0.24,0,0,0,0,61878.28,64546.26,0.247,0,0,0,821,66390.24,63858.63,0.222,0,0,0,765,61288.66,61338.68,0.211,0,0,0
1553,,0,0,,0,0,3653,7/25/2010,7/25/2020,0.341,1,0,782,35568.9,34275.34,0.2,0,0,0,830,35460.78,35242.79,0.208,0,0,0,0,32940.09,33399.56,0.208,0,0,0,0,32154.6,32189.3,0.217,0,0,0,833,32659.44,34006.72,0.193,0,0,0,793,30889.48,31545.61,0.196,0,0,0
1554,,0,0,,0,0,5479,7/26/2010,7/26/2025,0.141,1,0,867,31734.4,34025.74,0.112,0,0,0,826,31158.45,32751.34,0.113,0,0,0,0,30586.61,31492.61,0.111,0,0,0,0,32254.35,33180.71,0.11,0,0,0,847,30088.81,33224.98,0.099,0,0,0,830,32350.97,31958.1,0.096,0,0,0
1555,,0,0,,0,0,5479,8/2/2010,8/2/2025,0.362,1,0,748,49468.35,52157.07,0.343,0,0,0,763,51044.67,46818.48,0.357,0,0,0,0,47718.92,49379.05,0.34,0,0,0,0,50234.56,47967.31,0.356,0,0,0,758,50305.95,47086.71,0.323,0,0,0,789,49417.36,49582.28,0.305,0,0,0
1556,,0,0,,0,0,5479,8/19/2010,8/19/2025,0.659,1,0,843,80957.07,78165.99,0.576,0,0,0,868,81096.5,79877.89,0.576,0,0,0,0,78155.99,80011.45,0,0,0,0,0,74489.42,77022.7,0,0,0,0,862,76900.88,77152.39,0.533,0,0,0,854,78512.43,75751.72,0.503,0,0,0
1557,,0,0,,0,0,3653,8/3/2010,8/3/2020,0.278,1,0,780,25466.75,25458.27,0.14,0,0,0,764,23720.65,22954.45,0.137,0,0,0,0,22953.3,24078.85,0.172,0,0,0,0,23326.96,24116.21,0.172,0,0,0,761,21002.4,22608.77,0.112,0,0,0,824,21350.26,23372.14,0.117,0,0,0
1558,,0,0,,0,0,2618,8/2/2010,10/2/2017,0.16,1,0,761,6327.11,6218.39,0.045,0,0,0,805,5192.73,5312.65,0.042,0,0,0,828,4547.23,4986.58,0.022,0,0,0,765,4145.45,4247.1,0.021,0,0,0,831,3248.58,3294.95,0.017,0,0,0,783,2677.37,2657.44,0.018,0,0,0
1559,,0,0,,0,0,3652,8/1/2010,7/31/2020,0.403,1,0,883,52579.29,54999.04,0.184,0,0,0,799,54239.69,56103.85,0.18,0,0,0,0,50200.49,51440.7,0.173,0,0,0,0,53130.7,52161.22,0.181,0,0,0,859,49815.61,48833.07,0.178,0,0,0,816,50520.89,49074.32,0.164,0,0,0
1560,,0,0,,0,0,3653,8/2/2010,8/2/2020,0.314,1,0,830,21731.01,22606.96,0.168,0,0,0,855,22581.39,22551.08,0.176,0,0,0,0,21855.2,23133.87,0.161,0,0,0,0,20291.54,22726.26,0.157,0,0,0,770,19601.59,20461.37,0.152,0,0,0,826,20932.59,21813.23,0.146,0,0,0
1561,,0,0,,0,0,3653,8/4/2010,8/4/2020,0.238,1,0,823,16299.1,15887.91,0.075,0,0,0,806,15818.24,14654.41,0.074,0,0,0,0,13708.45,14472.62,0.07,0,0,0,0,14993.62,13847.89,0.073,0,0,0,774,13121.18,14367.76,0.073,0,0,0,774,13608.9,13472.03,0.072,0,0,0
1562,,0,0,,0,0,5479,8/3/2010,8/3/2025,0.698,1,0,893,143656.47,149435.6,0.571,0,0,0,808,136773.91,149679.44,0.595,0,0,0,0,137119.27,152805.38,0.639,0,0,0,0,148772,150164.89,0.647,0,0,0,816,147564.55,150352.64,0.521,0,0,0,893,143564.18,147616.42,0.486,0,0,0
1563,,0,0,,0,0,5479,8/8/2010,8/8/2025,0.447,1,0,676,62806.76,58215.81,0.293,0,0,0,676,56920.88,52182.13,0.293,0,0,0,0,62912.56,53492.17,0.353,14,0,1,0,57782.47,61522.4,0.318,0,0,0,687,59650.68,62170.85,0.441,0,0,0,729,58578.3,57461.44,0.428,0,0,0
1564,,0,0,,0,0,5479,8/10/2010,8/10/2025,0.332,1,0,867,118560.35,114336.88,0.235,0,0,0,808,114138.52,120453.68,0.226,0,0,0,0,115545.26,120654.16,0.255,0,0,0,0,112326.24,114984.69,0.259,0,0,0,820,113687.91,111733.22,0.201,0,0,0,803,113880.68,117654.56,0.205,0,0,0
1565,,0,0,,0,0,3653,8/14/2010,8/14/2020,0.439,1,0,805,32984.85,31307.29,0.242,0,0,0,813,30045.55,33826.93,0.255,0,0,0,0,32149.4,32104.46,0,0,0,0,0,28686.25,30281.18,0,0,0,0,823,30065.91,30753.29,0,0,0,0,806,29616.49,28194.27,0,0,0,0
1566,,0,0,,0,0,2557,8/12/2010,8/12/2017,0.081,1,0,828,2071.39,1992.41,0.017,0,0,0,820,1692.05,1798.57,0.018,0,0,0,0,1366.54,1423.6,0.006,0,0,0,0,1084.29,1005.57,0.004,0,0,0,799,690.37,658.1,0.006,0,0,0,791,332.95,343.61,0.006,0,0,0
1567,,0,0,,0,0,5479,8/10/2010,8/10/2025,0.265,1,0,824,36001.04,34746.38,0.211,0,0,0,761,35719.33,34124.7,0.213,0,0,0,746,33716.17,32816.52,0.185,0,0,0,777,34469.62,35620.67,0.172,0,0,0,774,33512.72,33612.2,0.183,0,0,0,798,33237.18,32311.37,0.171,0,0,0
1568,,0,0,,0,0,2557,8/14/2010,8/14/2017,0.117,1,0,812,2455.78,2535.13,0.021,0,0,0,820,2170.09,2152.91,0.02,0,0,0,0,1651.18,1620.27,0.008,0,0,0,0,1209.21,1300.61,0.006,0,0,0,852,831.16,841.75,0.434,0,0,0,835,386.21,383.01,0.412,0,0,0
1569,,0,0,,0,0,3653,8/14/2010,8/14/2020,0.253,1,0,648,12910.12,12076.5,0.119,0,0,0,598,13285.77,11813.72,0.12,0,0,0,0,12485.14,12010.14,0.114,0,0,0,0,12079.84,11622.59,0.111,0,0,0,653,12409.07,11576.92,0.084,0,0,0,622,11876.86,11175.68,0.09,0,0,0
1570,,0,0,,0,0,3653,8/14/2010,8/14/2020,0.474,1,0,869,65969.58,66909.96,0.25,0,0,0,844,68551.14,67456.31,0.25,0,0,0,0,65689.72,63949.72,0.248,0,0,0,0,64166.44,68154.48,0.235,0,0,0,827,65769.01,64611.09,0.209,0,0,0,852,64156.91,64862.85,0.211,0,0,0
1571,,0,0,,0,0,3683,8/18/2010,9/17/2020,0.168,1,0,830,12030.82,12385.16,0.117,0,0,0,798,11418.46,11511.05,0.116,0,0,0,0,11984.04,12321.62,0,0,0,0,0,11033.38,11291.42,0,0,0,0,818,11668.77,11137.84,0,0,0,0,818,11392.98,10641.87,0,0,0,0
1572,,0,0,,0,0,5479,8/16/2010,8/16/2025,0.169,1,0,623,34628.53,29589.27,0.135,0,0,0,592,33703.25,27398.05,0.131,0,0,0,0,30839.39,27175.56,0.154,0,0,0,0,33490.4,29597.56,0.139,0,0,0,616,31940.97,30886.86,0.124,0,0,0,667,32628.84,31533.89,0.119,0,0,0
1573,,0,0,,0,0,3653,8/15/2010,8/15/2020,0.408,1,0,816,32714.27,32512.23,0.177,0,0,0,752,32443.31,31938.49,0.186,0,0,0,0,29124.94,30418.16,0,0,0,0,0,29112.52,28268.78,0,0,0,0,780,25462.16,28137.32,0,0,0,0,836,24243.74,24204.29,0,0,0,0
1574,,0,0,,0,0,5479,8/18/2010,8/18/2025,0.498,1,0,710,122128.37,117680.47,0.452,0,0,0,747,125829.23,127580.46,0.452,4,0,1,0,116571.72,124360.26,0.491,0,0,0,0,123857.46,124250.02,0.495,4,0,1,739,121868.43,114989.81,0.043,0,0,0,731,118497.44,124834.07,0.043,0,0,0
1575,,0,0,,0,0,3653,8/22/2010,8/22/2020,0.455,1,0,812,28793.8,27210.33,0.171,0,0,0,830,26101.91,26717.52,0.171,0,0,0,838,24274.32,23854.2,0.428,0,0,0,813,23630.9,22424.91,0.428,0,0,0,813,21774.65,22594.07,0.1,0,0,0,838,20143.66,20488.09,0.103,0,0,0
1576,,0,0,,0,0,3714,8/23/2010,10/23/2020,0.306,1,0,612,18588.47,18157.26,0.138,0,0,0,583,18163.78,16699.83,0.146,0,0,0,565,19417.8,16296.35,0,0,0,0,565,18766.99,16770.89,0,0,0,0,599,17945.7,17020.55,0,0,0,0,587,17140.73,17065.75,0,0,0,0
1577,,0,0,,0,0,3653,8/23/2010,8/23/2020,0.1,1,0,876,19605.68,19567.78,0.055,0,0,0,842,19372.2,20337.2,0.053,0,0,0,0,18548.45,20459.52,0.052,0,0,0,0,18307.09,20292.33,0.05,0,0,0,850,18239.27,18841,0.111,0,0,0,859,18511.11,18735.18,0.116,0,0,0
1578,,0,0,,0,0,3653,8/24/2010,8/24/2020,0.263,1,0,742,20483.06,19532.8,0.14,0,0,0,756,19828.86,19500.31,0.132,0,0,0,0,19769.18,19840.72,0.116,0,0,0,0,19689.43,18950.07,0.124,0,0,0,814,19589.47,19621.52,0.036,0,0,0,814,18923.33,17843.44,0.039,0,0,0
1579,,0,0,,0,0,5479,8/19/2010,8/19/2025,0.09,1,0,519,16098.93,13847.3,0.068,0,0,0,519,16139.14,13453.85,0.067,0,0,0,0,16176.19,13343.99,0.082,0,0,0,0,16047.98,16093.28,0.083,0,0,0,584,16562.38,15641.08,0.584,0,0,0,590,16427.77,15968.03,0.607,0,0,0
1580,,0,0,,0,0,3653,8/28/2010,8/28/2020,0.42,1,0,873,38327.07,37942.33,0.195,0,0,0,883,34628.22,35273.37,0.207,0,0,0,883,33846.46,34461.89,0.21,0,0,0,841,34424.98,34532.6,0.21,0,0,0,803,32939.1,35400.54,0.201,0,0,0,844,32780.85,32829.63,0.197,0,0,0
1581,,0,0,,0,0,5479,8/30/2010,8/30/2025,0.336,1,0,839,39574.7,41562.11,0.32,0,0,0,775,40761.94,38717.47,0.302,0,0,0,0,38954.25,38498.93,0.362,0,0,0,0,37869.15,42158.49,0.374,0,0,0,851,39861.5,41005.18,0.301,0,0,0,809,36492.84,39864.24,0.313,0,0,0
1582,,0,0,,0,0,3653,8/30/2010,8/30/2020,0.376,1,0,802,31530.19,30432.65,0.24,0,0,0,810,30014.32,30125.01,0.233,0,0,0,0,30430.43,30249.73,0.216,0,0,0,0,28592.43,29209.7,0.209,0,0,0,801,27358.31,27387.67,0.193,0,0,0,842,27496.47,28616.64,0.205,0,0,0
1583,,0,0,,0,0,3653,8/29/2010,8/29/2020,0.059,1,0,776,8783.49,8472.73,0.026,0,0,0,811,8326.29,8191.4,0.025,0,0,0,811,7562.97,7510.12,0.896,0,0,0,803,7206.33,7349.25,0.914,0,0,0,835,7060.01,6909.5,0.888,0,0,0,843,6689.28,6745.96,0.954,0,0,0
1584,,0,0,,0,0,5479,8/30/2010,8/30/2025,0.453,1,0,757,80469.37,82049,0.38,0,0,0,779,78055.29,80366.45,0.399,0,0,0,0,79207.8,76667.91,0,0,0,0,0,79358.61,80824.73,0,0,0,0,708,80273.25,81759.11,0.329,0,0,0,775,80386.51,79453.08,0.31,0,0,0
1585,,0,0,,0,0,5479,8/31/2010,8/31/2025,0.663,1,0,709,77971.35,81839.14,0.664,0,0,0,804,77368.82,80403.49,0.624,0,0,0,750,77516.23,75911.15,0.728,0,0,0,781,77649.09,78352.28,0.758,0,0,0,758,71101.54,74619.19,0.502,0,0,0,743,74197.62,75512.45,0.549,0,0,0
1586,,0,0,,0,0,3653,9/2/2010,9/2/2020,0.325,1,0,763,26168.47,25757.87,0.159,0,0,0,758,26099.27,24948.75,0.145,0,0,0,798,24547.49,24880.43,0.143,0,0,0,751,23037.76,25225.37,0.142,0,0,0,781,24353.6,22282.16,0.129,0,0,0,789,21729.93,23341.4,0.129,0,0,0
1587,,0,0,,0,0,5479,9/6/2010,9/6/2025,0.156,1,0,583,35823.05,31211.55,0.113,0,0,0,613,38085.11,30348.12,0.112,0,0,0,0,37427.21,32254.95,0.139,0,0,0,0,35345.6,36966.6,0.149,0,0,0,572,36478.8,35264.15,0.117,0,0,0,549,36885.18,34620.45,0.116,0,0,0
1588,,0,0,,0,0,3653,9/6/2010,9/6/2020,0.265,1,0,774,14821.58,15328.95,0.118,0,0,0,766,15091.13,14559.12,0.126,0,0,0,0,14043.93,14814.16,0.145,0,0,0,0,14708.57,14738.03,0.145,0,0,0,740,13547.6,13701.49,0.097,0,0,0,794,13626.56,13372.32,0.1,0,0,0
1589,,0,0,,0,0,3653,9/9/2010,9/9/2020,0.259,1,0,773,27325.83,28269.72,0.131,0,0,0,773,26740.07,27387.45,0.13,0,0,0,0,25885.15,26514.98,0.149,0,0,0,0,25039.95,25595.16,0.142,0,0,0,729,25223.68,24994.76,0.124,0,0,0,714,0,0,0.129,0,0,0
1590,,0,0,,0,0,5510,9/9/2010,10/10/2025,0.755,1,0,659,67652.99,57722.84,0.616,0,0,0,673,66471.72,56143.11,0.629,0,0,0,0,64638.89,55135.87,0,0,0,0,0,64787.72,67759.23,0,0,0,0,659,62327.01,60805.04,0,0,0,0,652,62471.43,60933.2,0,0,0,0
1591,,0,0,,0,0,3653,9/16/2010,9/16/2020,0.663,1,0,764,54774.43,53366.12,0.373,0,0,0,766,49921.8,51162.69,0.38,0,0,0,781,50365.68,54159.57,0.375,0,0,0,736,52242.6,53358.62,0.379,0,0,0,833,51031.15,51114.39,0.291,0,0,0,841,45504,49398.09,0.282,0,0,0
1592,,0,0,,0,0,3653,9/14/2010,9/14/2020,0.062,1,0,807,60686.21,60295.98,0.027,0,0,0,831,57566.08,60213.4,0.028,0,0,0,0,59261.79,61856.49,0,0,0,0,0,56184.77,59768.12,0,0,0,0,771,56577.8,58364.53,0,0,0,0,818,54675.57,55839.41,0,0,0,0
1593,,0,0,,0,0,5479,9/15/2010,9/15/2025,0.18,1,0,858,27895,29041.15,0.158,0,0,0,849,29137.75,29401.52,0.147,0,0,0,0,30067.77,28573.12,0,0,0,0,0,28683.87,30103.36,0,0,0,0,0,27601.74,28670.74,0,0,0,0,0,27379.12,30187.96,0,0,0,0
1594,,0,0,,0,0,3653,9/14/2010,9/14/2020,0.372,1,0,820,52946.24,53148.1,0.202,0,0,0,799,54536.94,53645.31,0.206,0,0,0,840,52269.55,55136.23,0.197,0,0,0,815,50566.95,52209.91,0.188,0,0,0,786,51429.93,49438.88,0.187,0,0,0,844,50202.84,51763.89,0.179,0,0,0
1595,,0,0,,0,0,3653,9/20/2010,9/20/2020,0.118,1,0,664,12226.4,12648.72,0.059,0,0,0,638,12331.58,11642.23,0.059,0,0,0,0,12419.63,12464.82,0.051,0,0,0,0,11323.1,11662.92,0.048,0,0,0,659,11517.57,11275.85,0.144,0,0,0,634,11243.97,11342.48,0.144,0,0,0
1596,,0,0,,0,0,2557,9/19/2010,9/19/2017,0.062,1,0,839,1486.92,1502.69,0.008,0,0,0,853,1249.88,1261.26,0.008,0,0,0,878,1040.85,996.85,0.007,0,0,0,861,814.49,866.5,0.007,0,0,0,850,589.47,646.83,0.006,0,0,0,876,384.25,434.73,0.006,0,0,0
1597,,0,0,,0,0,3653,9/22/2010,9/22/2020,0.162,1,0,867,20861.34,22102.88,0.076,0,0,0,817,20414.17,19766.67,0.079,0,0,0,0,18779.18,19122.35,0.074,0,0,0,0,19128.1,19579.03,0.071,0,0,0,801,19062.03,18914.74,0.91,0,0,0,876,18239.28,19780.55,0.867,0,0,0
1598,,0,0,,0,0,2557,9/30/2010,9/30/2017,0.124,1,0,829,2410.31,2508.77,0.025,0,0,0,834,2386.21,2310.13,0.027,0,0,0,876,1739.2,1787.06,0.038,0,0,0,850,1306.89,1466.94,0.037,0,0,0,882,1058.76,1085.55,0.013,0,0,0,874,685.51,709.97,0.013,0,0,0
1599,,0,0,,0,0,2557,9/30/2010,9/30/2017,0.17,1,0,841,5719.01,5619.77,0.033,0,0,0,816,5830.06,5673.6,0.033,0,0,0,0,4046.05,4012.45,0,0,0,0,0,3074.09,3180.09,0,0,0,0,803,2392.13,2374.3,0.014,0,0,0,811,1580.23,1582.58,0.013,0,0,0
1600,,0,0,,0,0,5479,10/3/2010,10/3/2025,0.045,1,0,720,12007.11,11813.25,0.039,0,0,0,742,12157.16,11844.35,0.039,0,0,0,0,12303.11,11993.12,0.067,0,0,0,0,12207.9,11890.56,0.069,0,0,0,776,11289.08,11676.83,1.059,0,0,0,738,12249.48,12055.56,1.049,0,0,0
1601,,0,0,,0,0,5479,10/2/2010,10/2/2025,0.057,1,0,854,11872.65,11756.23,0.048,0,0,0,829,10762.79,12124.42,0.048,0,0,0,0,10904.85,12026.7,0,0,0,0,0,11377.67,11243.39,0,0,0,0,853,11398.66,11265.83,0,0,0,0,853,11197.92,11172.01,0,0,0,0
1602,,0,0,,0,0,3653,10/5/2010,10/5/2020,0.336,1,0,842,55210.33,54069.67,0.228,0,0,0,893,53504.5,56155.15,0.217,0,0,0,0,54516.61,55596.15,0.192,0,0,0,0,50678.14,54373.42,0.192,0,0,0,849,54177.83,52113.91,0.165,0,0,0,824,50905.43,50453.62,0.16,0,0,0
1603,,0,0,,0,0,3683,10/7/2010,11/6/2020,0.107,1,0,658,11061.58,10886.33,0.067,0,0,0,712,10412.12,10131.29,0.07,0,0,0,0,10403.61,10963.91,0,0,0,0,0,10079.87,9840.49,0,0,0,0,0,9460.91,10229.02,0,0,0,0,0,9832.43,9896.32,0,0,0,0
1604,,0,0,,0,0,5479,10/4/2010,10/4/2025,0.206,1,0,806,25497.93,26412.02,0.172,0,0,0,847,25570.22,27279.57,0.177,0,0,0,0,25901.85,27598.92,0.234,0,0,0,0,27273.33,25245.88,0.232,0,0,0,0,27318.22,27679.74,0.216,0,0,0,0,25293.24,27193.75,0.17,0,0,0
1605,,0,0,,0,0,5479,10/5/2010,10/5/2025,0.74,1,0,716,55997.82,55575.81,0.31,0,0,0,784,57325.1,58050.78,0.332,0,0,0,0,59784.26,56301.68,0.741,0,0,0,0,60468.41,56437.18,0.756,0,0,0,752,54276.32,59989.62,0.654,0,0,0,744,57241.74,59140.53,0.61,0,0,0
1606,,0,0,,0,0,3653,10/11/2010,10/11/2020,0.251,1,0,836,18178.04,19376.35,0.141,0,0,0,820,18718.42,17867.47,0.134,0,0,0,0,18320.13,17485.8,0,0,0,0,0,18447.25,17596.7,0,0,0,0,825,16488.08,18239.99,0.112,0,0,0,867,17618.7,16288.27,0.107,0,0,0
1607,,0,0,,0,0,3653,10/20/2010,10/20/2020,0.075,1,0,778,10730.87,10504.02,0.037,0,0,0,772,10507.66,10069.21,0.036,0,0,0,734,10588.97,10265.02,0.04,0,0,0,757,10158.04,10505.56,0.039,0,0,0,784,9637.74,10261.47,0.035,0,0,0,746,9700.6,10311.36,0.035,0,0,0
1608,,0,0,,0,0,5479,10/16/2010,10/16/2025,0.485,1,0,692,68311.91,70611.73,0.302,0,0,0,665,67642.18,63881.84,0.287,5,0,1,0,66606.49,69524.07,0.391,0,0,0,0,65430.94,68710.9,0.415,0,0,0,663,61666.98,64845.93,0.31,0,0,0,733,64392.01,62345.55,0.307,0,0,0
1609,,0,0,,0,0,3653,10/24/2010,10/24/2020,0.268,1,0,724,31959.56,32081.85,0.151,0,0,0,716,30052.17,32341.42,0.143,0,0,0,0,28801.63,30732.6,0.163,0,0,0,0,30540.27,31497.38,0.151,0,0,0,825,29271.18,29312.36,0.129,0,0,0,893,29441.72,27193.67,0.138,0,0,0
1610,,0,0,,0,0,5479,10/14/2010,10/14/2025,0.542,1,0,707,96326.28,85611.97,0.949,0,0,0,679,99573.73,89198.73,0.988,0,0,0,0,101768.38,80064.45,1.353,0,0,0,0,95090.47,98735.71,1.369,0,0,0,746,101145.4,94089.1,1.354,0,0,0,746,93581.31,94257.31,1.341,0,0,0
1611,,0,0,,0,0,3653,10/18/2010,10/18/2020,0.592,1,0,794,63727.73,67338.52,0.309,0,0,0,794,68306.57,64606.61,0.315,0,0,0,0,65556.85,65796.5,0.363,0,0,0,0,62229.31,65500.77,0.338,0,0,0,805,62667.56,64004.67,0.494,0,0,0,772,62414.62,63110.36,0.475,0,0,0
1612,,0,0,,0,0,3653,10/23/2010,10/23/2020,0.505,1,0,783,52653.34,53149.4,0.291,0,0,0,690,51552.57,51511.31,0.294,0,0,0,690,49962.39,48903.86,0.268,0,0,0,697,48389.17,48081.34,0.271,0,0,0,763,47296.73,49354.84,0.212,0,0,0,787,43482.33,47237.09,0.194,0,0,0
1613,,0,0,,0,0,5479,10/23/2010,10/23/2025,0.625,1,0,673,86207.34,86564.17,0.464,0,0,0,646,89005.65,90237.6,0.468,0,0,0,0,89175.3,81787.8,0.466,0,0,0,0,85074.79,90222.82,0.457,0,0,0,675,86933.21,82608.5,0.479,0,0,0,648,81212.87,85345.55,0.479,0,0,0
1614,,0,0,,0,0,3653,10/25/2010,10/25/2020,0.218,1,0,868,30926.01,31671.4,0.105,0,0,0,868,31492.54,29461.97,0.105,0,0,0,0,31105.93,28818.02,0.121,0,0,0,0,27779.13,28990.41,0.117,0,0,0,761,28855.89,27450.54,0.1,0,0,0,769,26501.71,28770.39,0.102,0,0,0
